x0000,y0000
1777576141.129152,-0.0913085938
1777576141.139152,-0.0913085938
1777576141.149152,-0.0913085938
1777576141.159152,-0.0913085938
1777576141.169152,-0.0913085938
1777576141.179152,-0.0913085938
1777576141.189152,-0.0913085938
1777576141.199152,-0.0913085938
1777576141.209152,-0.0913085938
1777576141.2191522,-0.0913085938
1777576141.2291522,-0.0913085938
1777576141.2391522,-0.0913085938
1777576141.2491522,-0.0913085938
1777576141.2591522,-0.0913085938
1777576141.2691522,-0.0913085938
1777576141.2791522,-0.0913085938
1777576141.2891521,-0.0913085938
1777576141.2991521,-0.1826171875
1777576141.3091521,-0.1826171875
1777576141.319152,-0.1826171875
1777576141.329152,-0.1826171875
1777576141.339152,-0.1826171875
1777576141.349152,-0.1826171875
1777576141.359152,-0.1826171875
1777576141.369152,-0.1826171875
1777576141.379152,-0.1826171875
1777576141.389152,-0.1826171875
1777576141.399152,-0.1826171875
1777576141.409152,-0.1826171875
1777576141.4191523,-0.1826171875
1777576141.4291523,-0.1826171875
1777576141.4391522,-0.1826171875
1777576141.4491522,-0.1826171875
1777576141.4591522,-0.1826171875
1777576141.4691522,-0.1826171875
1777576141.4791522,-0.1826171875
1777576141.4891522,-0.1826171875
1777576141.4991522,-0.0974121094
1777576141.5091522,-0.0974121094
1777576141.5191522,-0.0974121094
1777576141.5291522,-0.0974121094
1777576141.5391521,-0.0974121094
1777576141.5491521,-0.0974121094
1777576141.5591521,-0.0974121094
1777576141.569152,-0.0974121094
1777576141.579152,-0.0974121094
1777576141.589152,-0.0974121094
1777576141.599152,-0.0974121094
1777576141.609152,-0.0974121094
1777576141.6191523,-0.0974121094
1777576141.6291523,-0.0974121094
1777576141.6391523,-0.0974121094
1777576141.6491523,-0.0974121094
1777576141.6591523,-0.0974121094
1777576141.6691523,-0.0974121094
1777576141.6791523,-0.0974121094
1777576141.6891522,-0.0974121094
1777576141.6991522,-0.1252441406
1777576141.7091522,-0.1252441406
1777576141.7191522,-0.1252441406
1777576141.7291522,-0.1252441406
1777576141.7391522,-0.1252441406
1777576141.7491522,-0.1252441406
1777576141.7591522,-0.1252441406
1777576141.7691522,-0.1252441406
1777576141.7791522,-0.1252441406
1777576141.7891521,-0.1252441406
1777576141.7991521,-0.1252441406
1777576141.8091521,-0.1252441406
1777576141.8191524,-0.1252441406
1777576141.8291523,-0.1252441406
1777576141.8391523,-0.1252441406
1777576141.8491523,-0.1252441406
1777576141.8591523,-0.1252441406
1777576141.8691523,-0.1252441406
1777576141.8791523,-0.1252441406
1777576141.8891523,-0.1252441406
1777576141.8991523,-0.2678222656
1777576141.9091523,-0.2678222656
1777576141.9191523,-0.2678222656
1777576141.9291523,-0.2678222656
1777576141.9391522,-0.2678222656
1777576141.9491522,-0.2678222656
1777576141.9591522,-0.2678222656
1777576141.9691522,-0.2678222656
1777576141.9791522,-0.2678222656
1777576141.9891522,-0.2678222656
1777576141.9991522,-0.2678222656
1777576142.0091522,-0.2678222656
1777576142.0191524,-0.2678222656
1777576142.0291524,-0.2678222656
1777576142.0391524,-0.2678222656
1777576142.0491524,-0.2678222656
1777576142.0591524,-0.2678222656
1777576142.0691524,-0.2678222656
1777576142.0791523,-0.2678222656
1777576142.0891523,-0.2678222656
1777576142.0991523,-0.2846679688
1777576142.1091523,-0.2846679688
1777576142.1191523,-0.2846679688
1777576142.1291523,-0.2846679688
1777576142.1391523,-0.2846679688
1777576142.1491523,-0.2846679688
1777576142.1591523,-0.2846679688
1777576142.1691523,-0.2846679688
1777576142.1791523,-0.2846679688
1777576142.1891522,-0.2846679688
1777576142.1991522,-0.2846679688
1777576142.2091522,-0.2846679688
1777576142.2191525,-0.2846679688
1777576142.2291524,-0.2846679688
1777576142.2391524,-0.2846679688
1777576142.2491524,-0.2846679688
1777576142.2591524,-0.2846679688
1777576142.2691524,-0.2846679688
1777576142.2791524,-0.2846679688
